metamdb_pathway_id,inhouse_id,source_database,source_db_id,kegg_module_id,pathway_id,pathway_description,reaction_ids,ec_numbers,ec3_numbers
1416.0,ME.1416,metacyc,CYANCAT-PWY,,8781,cyanate degradation,37497|37499|37499|37498,4.2.1.1|3.5.1.110|4.2.1.104|4.2.1.104,4.2.1|3.5.1|4.2.1|4.2.1
1417.0,ME.1417,metacyc,PWY-881,,8339,trehalose biosynthesis II,34696|34695,2.4.1.347|3.1.3.12,2.4.1|3.1.3
1418.0,ME.1418,metacyc,PWY-5343,,7819,ajugose biosynthesis II (galactinol-independent),31740|31742|31741,2.4.1|2.4.1|2.4.1,2.4.1|2.4.1|2.4.1
1419.0,ME.1419,metacyc,PWY0-1535,,8980,D-serine degradation,38510|38509|38511|38509|38509|38509|38509,3.5.99.10|4.4.1.35|4.3.1.17|4.4.1.25|4.4.1.28|4.4.1.13,3.5.99|4.4.1|4.3.1|4.4.1|4.4.1|4.4.1
1420.0,ME.1420,metacyc,PWY-7274,,7829,D-cycloserine biosynthesis,31830|31829|31828|31827|31826,1.14.11|6.3.3.5|3.5.3.25|2.6.99.3|2.3.1.30,1.14.11|6.3.3|3.5.3|2.6.99|2.3.1
1421.0,ME.1421,metacyc,PWY-7260,,9911,delphinidin diglucoside biosynthesis (acyl-glucose dependent),43790|43792|43791,2.4.1.299|2.4.1.300|2.4.1.300,2.4.1|2.4.1|2.4.1
1422.0,ME.1422,metacyc,PWY-6422,,9854,D-arginine degradation,43442|43441|43440,1.4.1.25|1.4.99.6|1.4.99.6,1.4.1|1.4.99|1.4.99
1423.0,ME.1423,metacyc,TYRFUMCAT-PWY,,8512,L-tyrosine degradation I,35842|35839|35840|35841|35842|35842|35842,2.6.1.27|3.7.1.2|1.13.11.27|1.13.11.5|2.6.1.57|2.6.1.1|2.6.1.5,2.6.1|3.7.1|1.13.11|1.13.11|2.6.1|2.6.1|2.6.1
1424.0,ME.1424,metacyc,PWY-7709,,9755,(3R)-linalool biosynthesis,42909|42908,4.2.3.26|2.5.1.1,4.2.3|2.5.1
1425.0,ME.1425,metacyc,PWY-7112,,10463,4-hydroxy-2-nonenal detoxification,47002|47000|46999|47001,2.3.1.80|3.4.19.13|2.5.1.18|3.4.13.23,2.3.1|3.4.19|2.5.1|3.4.13
1426.0,ME.1426,metacyc,PWY-862,,7623,fructan degradation,30694|30692|30693,3.2.1|3.2.1|3.2.1.80,3.2.1|3.2.1|3.2.1
1427.0,ME.1427,metacyc,PWY-8090,,8069,D-apionate degradation II (RLP decarboxylase),33081|33082,5.3.1.33|5.3.1.34,5.3.1|5.3.1
1428.0,ME.1428,metacyc,PWY-6682,,9427,dehydrophos biosynthesis,41021|41017|41018|41019|41013|41022|41016|41015|41020|41014,2.3.2|1.14.11|1.1.1|2.6.1|5.4.2.9|2.7.1|1.1.1.309|2.3.2|4.1.1.82,2.3.2|1.14.11|1.1.1|2.6.1|5.4.2|2.7.1|1.1.1|2.3.2|4.1.1
1429.0,ME.1429,metacyc,PWY-5125,,10018,anthocyanin biosynthesis,44411|44413|44412,2.4.1.115|1.14.20.4|1.14.20.4,2.4.1|1.14.20|1.14.20
1430.0,ME.1430,metacyc,PWY-8091,,10495,D-apionate degradation I (xylose isomerase family decarboxylase),47169|47170|47171,2.7.1.209|5.3.1.33|5.3.1.34,2.7.1|5.3.1|5.3.1
1431.0,ME.1431,metacyc,PWY-6841,,7972,homophytochelatin biosynthesis,32499|32498,2.3.2|2.3.2,2.3.2|2.3.2
1432.0,ME.1432,metacyc,PWY-2661,,7949,trehalose biosynthesis V,32380|32379,3.2.1.141|5.4.99.15,3.2.1|5.4.99
1433.0,ME.1433,metacyc,PWY-6812,,10333,xyloglucan degradation III (cellobiohydrolase),46350,3.2.1.150,3.2.1
1435.0,ME.1435,metacyc,PWY-5776,,8116,2-hydroxyphenazine biosynthesis,33343|33342,,
1436.0,ME.1436,metacyc,PWY-7253,,9022,apigeninidin 5-O-glucoside biosynthesis,38772|38770|38771,2.4.1|1.1.1.234|1.14.20,2.4.1|1.1.1|1.14.20
1437.0,ME.1437,metacyc,PWY0-1591,,7723,glycerol-3-phosphate to hydrogen peroxide electron transport,31162|31163,1.1.5.3|1.11.1,1.1.5|1.11.1
1438.0,ME.1438,metacyc,PWY-7514,,9758,L-tyrosine degradation IV (to 4-methylphenol),42919|42920|42918|42919|42919|42919,2.6.1.5|4.1.1.83|1.2.3.13|2.6.1.57|2.6.1.1|2.6.1.27,2.6.1|4.1.1|1.2.3|2.6.1|2.6.1|2.6.1
1439.0,ME.1439,metacyc,PWY-6646,,8969,fluoroacetate degradation,38443,3.8.1.3,3.8.1
1440.0,ME.1440,metacyc,PWY-981,,10963,salicylate biosynthesis II,49872|49873,3.1.2|1.14.14,3.1.2|1.14.14
1441.0,ME.1441,metacyc,PWY-6769,,9415,rhamnogalacturonan type I degradation I,40922,,
1442.0,ME.1442,metacyc,PWY-101,,9457,photosynthesis light reactions,41162|41161|41163|41164|41161|41161,1.97.1.12|1.18.1.2|1.10.3.9|7.1.1.6|1.18.1.3|1.18.1.6,1.97.1|1.18.1|1.10.3|7.1.1|1.18.1|1.18.1
1443.0,ME.1443,metacyc,PWY-8012,,10158,mupirocin biosynthesis,45240|45233|45248|45241|45227|45231|45244|45235|45230|45250|45252|45239|45228|45229|45232|45243|45249|45237|45246|45238|45236|45251|45247|45228|45228|45228|45245|45242|45253|45234,2.3.1|2.3.1.39|2.3.1.85|2.3.1.86|2.3.1.39,2.3.1|2.3.1|2.3.1|2.3.1|2.3.1
1444.0,ME.1444,metacyc,PWY-7678,,8421,anthocyanidin sambubioside biosynthesis,35253|35254|35251|35252|35255,2.4.2.51|2.4.1.295|2.4.2.51|2.4.2.51|2.4.1.295,2.4.2|2.4.1|2.4.2|2.4.2|2.4.1
1445.0,ME.1445,metacyc,PWY-5358,,10522,tetrathionate reduction I (to thiosulfate),47333,,
1446.0,ME.1446,metacyc,PWY-5676,,8256,acetyl-CoA fermentation to butanoate II,34232|34231|34231|34230|34229|34229|34228,1.3.8.1|2.8.3.8|2.8.3.1|1.1.1.36|2.3.1.16|2.3.1.9|4.2.1.55,1.3.8|2.8.3|2.8.3|1.1.1|2.3.1|2.3.1|4.2.1
1447.0,ME.1447,metacyc,PWY-3821,,7996,D-galactose detoxification,32603|32604|32604,2.7.1.6|2.7.7.10|2.7.7.64,2.7.1|2.7.7|2.7.7
1448.0,ME.1448,metacyc,TREHALOSESYN-PWY,,11030,trehalose biosynthesis III,50331|50332,3.1.3.12|2.4.1.36,3.1.3|2.4.1
1449.0,ME.1449,metacyc,PWY-6623,,7707,salicylate glucosides biosynthesis II,31084|31085,1.14.13.172|2.4.1,1.14.13|2.4.1
1450.0,ME.1450,metacyc,PWY0-1590,,8315,NADH to hydrogen peroxide electron transfer,34582|34582|34582|34582|34582|34583|34584|34585,7.2.1.1|1.6.5|1.6.5.9|1.6.5.2|7.1.1.2|1.11.1|1.6.5|1.6.5.9,7.2.1|1.6.5|1.6.5|1.6.5|7.1.1|1.11.1|1.6.5|1.6.5
1451.0,ME.1451,metacyc,PWY-7718,,10844,actinomycin D biosynthesis,49200|49199|49196|49197|49198,6.3.1|2.7.7.97|1.10.3.4|6.3.1,6.3.1|2.7.7|1.10.3|6.3.1
1452.0,ME.1452,metacyc,PWY-5312,,9892,superpathway of anthocyanin biosynthesis (from pelargonidin 3-O-glucoside),43680,2.4.1,2.4.1
1453.0,ME.1453,metacyc,PWY-7980,,8314,ATP biosynthesis,34581|34581|34580,7.5.2.12|7.5.2.13|7.1.2.2,7.5.2|7.5.2|7.1.2
1454.0,ME.1454,metacyc,PWY-8016,,9056,L-tyrosine degradation V (Stickland reaction),39010|39013|39012|39011|39010|39010|39010|39009,2.6.1.27|4.2.1.175|2.8.3.17|1.3.8.15|2.6.1.5|2.6.1.1|2.6.1.57|1.1.1.110,2.6.1|4.2.1|2.8.3|1.3.8|2.6.1|2.6.1|2.6.1|1.1.1
1455.0,ME.1455,metacyc,PWY-5677,,8491,succinate fermentation to butanoate,35639|35640|35641|35642|35643|35643|35645|35644,1.1.1.61|1.2.1.76|4.2.1.120|2.8.3.18|2.8.3.1|2.8.3.8|1.3.8.1,1.1.1|1.2.1|4.2.1|2.8.3|2.8.3|2.8.3|1.3.8
1456.0,ME.1456,metacyc,PWY-7616,,7918,methanol oxidation to carbon dioxide,32268|32267,1.2.1.46|1.1.1.244,1.2.1|1.1.1
1457.0,ME.1457,metacyc,GLYOXDEG-PWY,,9825,glycolate and glyoxylate degradation II,43289|43290,1.1.99.14|2.3.3.9,1.1.99|2.3.3
1458.0,ME.1458,metacyc,PWY-6624,,10995,salicylate glucosides biosynthesis III,50106,2.4.1,2.4.1
1460.0,ME.1460,metacyc,PWY-7570,,10503,blasticidin S biosynthesis,47210|47206|47207|47208|47209|47211|47212|47213|47214|47215,3.2.2.10|2.4.1|1.1|2.6.1|3.4.13|2.1.1|6.3.2|6.3.2|5.4.3,3.2.2|2.4.1|1.1|2.6.1|3.4.13|2.1.1|6.3.2|6.3.2|5.4.3
1461.0,ME.1461,metacyc,PWY-7452,,9000,cyanidin dimalonylglucoside biosynthesis,38637|38636,2.3.1|2.3.1.171,2.3.1|2.3.1
1463.0,ME.1463,metacyc,GLUDEG-II-PWY,,9073,L-glutamate degradation VII (to butanoate),39085,1.2.7.1,1.2.7
1464.0,ME.1464,metacyc,PWY-5983,,7739,trehalose biosynthesis VI,31263,2.4.1.245,2.4.1
1465.0,ME.1465,metacyc,PWY-7602,,10215,"icosapentaenoate biosynthesis V (8-desaturase, lower eukaryotes)",45600|45601|45602|45603|45604|45606|45605,1.1.1.330|1.3.1.93|4.2.1.134|2.3.1.199|2.3.1|1.14.19.30|1.14.19.4,1.1.1|1.3.1|4.2.1|2.3.1|2.3.1|1.14.19|1.14.19
1466.0,ME.1466,metacyc,PWY-6406,,8311,salicylate biosynthesis I,34546|34547,5.4.4.2|4.2.99.21,5.4.4|4.2.99
1467.0,ME.1467,metacyc,PWY-3661,,10723,glycine betaine degradation I,48486|48489|48488|48487|48486|48483|48484|48485|48490|48486|48486|48486,4.4.1.35|1.5.8.4|2.1.2.1|3.5.99.10|4.4.1.28|1.5.3.1|2.1.1.5|4.3.1.17|2.1.2.1|4.3.1.17|4.4.1.25|4.4.1.13,4.4.1|1.5.8|2.1.2|3.5.99|4.4.1|1.5.3|2.1.1|4.3.1|2.1.2|4.3.1|4.4.1|4.4.1
1468.0,ME.1468,metacyc,PWY-5295,,7923,ternatin C5 biosynthesis,32279|32278|32277|32277,2.4.1.249|2.3.1.171|2.4.1.249|2.4.1.238,2.4.1|2.3.1|2.4.1|2.4.1
1469.0,ME.1469,metacyc,PWY-6958,,8042,icosapentaenoate biosynthesis I (lower eukaryotes),32882|32877|32878|32879|32880|32884|32883|32881,2.3.1.23|2.3.1|1.1.1.330|4.2.1.134|1.3.1.93|1.14.19.30|1.14.19.47|2.3.1.23,2.3.1|2.3.1|1.1.1|4.2.1|1.3.1|1.14.19|1.14.19|2.3.1
1470.0,ME.1470,metacyc,PWY-5172,,7990,acetyl-CoA biosynthesis III (from citrate),32563,2.3.3.8,2.3.3
1471.0,ME.1471,metacyc,PWY-6649,,8728,glycolate and glyoxylate degradation III,37118|37119|37120,4.3.1.20|1.1.99.14|4.1.3.14,4.3.1|1.1.99|4.1.3
1472.0,ME.1472,metacyc,PWY-7724,,8118,"icosapentaenoate biosynthesis III (8-desaturase, mammals)",33356|33355|33354|33353|33352|33351|33357,4.2.1.134|1.3.1.93|1.1.1.330|1.14.19|6.2.1.3|1.14.19.44|2.3.1.199,4.2.1|1.3.1|1.1.1|1.14.19|6.2.1|1.14.19|2.3.1
1473.0,ME.1473,metacyc,PWY-6762,,9584,salicylate glucosides biosynthesis IV,41932,2.4.1,2.4.1
1474.0,ME.1474,metacyc,PWY-6511,,10434,3-methylarginine biosynthesis,46876|46874|46875,2.6.1|2.1.1.243|2.6.1,2.6.1|2.1.1|2.6.1
1475.0,ME.1475,metacyc,PWY-7280,,8877,ternatin C3 biosynthesis,38041,2.3.1,2.3.1
1476.0,ME.1476,metacyc,PWY-7049,,8043,"icosapentaenoate biosynthesis II (6-desaturase, mammals)",32891|32886|32889|32888|32887|32885|32890,1.3.1.93|1.14.19.44|1.1.1.330|2.3.1|6.2.1.3|1.14.19.3|4.2.1.134,1.3.1|1.14.19|1.1.1|2.3.1|6.2.1|1.14.19|4.2.1
1477.0,ME.1477,metacyc,TRESYN-PWY,,10613,trehalose biosynthesis I,47814|47813,2.4.1.15|3.1.3.12,2.4.1|3.1.3
1479.0,ME.1479,metacyc,PWY-6621,,10556,salicylate glucosides biosynthesis I,47533,,
1480.0,ME.1480,metacyc,PWY-3661-1,,8057,glycine betaine degradation II (mammalian),33010|33011|33012|33009,2.1.2.1|1.5.8.4|2.1.2.1|2.1.1.5,2.1.2|1.5.8|2.1.2|2.1.1
1481.0,ME.1481,metacyc,PWY-5737,,10855,(5R)-carbapenem carboxylate biosynthesis,49247|49251|49249|49248|49250,1.14.20.3|6.3.3.6|2.3.1.226|1.5.5.2,1.14.20|6.3.3|2.3.1|1.5.5
1482.0,ME.1482,metacyc,PWY-5268,,9618,salvianin biosynthesis,42158|42155|42156|42157|42159|42154,2.3.1|2.3.1.214|2.4.1|2.3.1|2.4.1|2.3.1.172,2.3.1|2.3.1|2.4.1|2.3.1|2.4.1|2.3.1
1483.0,ME.1483,metacyc,PWY-6940,,10975,icosapentaenoate biosynthesis VI (fungi),49947,1.14.19.25,1.14.19
1484.0,ME.1484,metacyc,PWY-6970,,8204,acetyl-CoA biosynthesis II (NADP-dependent pyruvate dehydrogenase),33882,1.2.1.51,1.2.1
1485.0,ME.1485,metacyc,GLYCOLATEMET-PWY,,7951,glycolate and glyoxylate degradation I,32388|32387|32390|32389,4.1.1.47|1.1.1.60|2.7.1.165|1.1.99.14,4.1.1|1.1.1|2.7.1|1.1.99
1486.0,ME.1486,metacyc,DARABCATK12-PWY,,9081,D-arabinose degradation I,39124|39127|39126|39125,1.2.1.21|5.3.1.3|2.7.1.51|4.1.2.17,1.2.1|5.3.1|2.7.1|4.1.2
1487.0,ME.1487,metacyc,PWY-7863,,9544,roseoflavin biosynthesis,41733|41737|41736|41735|41734|41732|41731,2.1.1.343|3.1.3|2.6.1.114|2.6.1.114|2.6.1.114|2.1.1.343|2.7.1.26,2.1.1|3.1.3|2.6.1|2.6.1|2.6.1|2.1.1|2.7.1
1488.0,ME.1488,metacyc,PWY-7261,,9219,anthocyanidin 3-malylglucoside biosynthesis (acyl-glucose dependent),39828|39827|39826,2.3.1|2.3.1|2.3.1,2.3.1|2.3.1|2.3.1
1489.0,ME.1489,metacyc,PWY-5519,,7900,D-arabinose degradation III,32164|32161|32160|32163|32159|32162,4.2.1.5|1.2.1.26|1.1.1|3.1.1.30|4.2.1.141,4.2.1|1.2.1|1.1.1|3.1.1|4.2.1
1490.0,ME.1490,metacyc,PWY-5985,,8034,trehalose biosynthesis VII,32849,2.4.1.245,2.4.1
1491.0,ME.1491,metacyc,DARABCAT-PWY,,7919,D-arabinose degradation II,32269|32270,2.7.1.47|5.3.1.3,2.7.1|5.3.1
1492.0,ME.1492,metacyc,PWY-7702,,9684,sch210971 and sch210972 biosynthesis,42607|42606|42605,5.5.1|5.5.1,5.5.1|5.5.1
1493.0,ME.1493,metacyc,PWY-5139,,8352,pelargonidin conjugates biosynthesis,34765|34770|34768|34766|34767|34769,2.3.1.171|2.3.1|2.4.1|2.4.1|2.4.1.116|2.3.1,2.3.1|2.3.1|2.4.1|2.4.1|2.4.1|2.3.1
1494.0,ME.1494,metacyc,PWY-6497,,8893,D-galactarate degradation II,38119|38118|38120,4.2.1.41|1.2.1.26|4.2.1.42,4.2.1|1.2.1|4.2.1
1495.0,ME.1495,metacyc,PWY-7022,,10917,paromamine biosynthesis II,49601|49605|49604|49603|49602|49606,4.2.3.124|2.6.1.100|3.5.1.112|2.4.1.283|1.1.99.38|2.6.1.101,4.2.3|2.6.1|3.5.1|2.4.1|1.1.99|2.6.1
1496.0,ME.1496,metacyc,GALACTARDEG-PWY,,7800,D-galactarate degradation I,31670|31671|31673|31672,1.1.1.60|4.2.1.42|4.1.2.20|2.7.1.165,1.1.1|4.2.1|4.1.2|2.7.1
1497.0,ME.1497,metacyc,PWY-7547,,10924,prodigiosin biosynthesis,49644|49655|49645|49647|49646|49648|49649|49650|49651|49653|49654|49652,2.2.1.12|4.2.1|1.1.1|6.4.1|2.1.1|1.4.3|2.6.1|6.2.1.53|1.3.8.14|2.3.1|2.3.1,2.2.1|4.2.1|1.1.1|6.4.1|2.1.1|1.4.3|2.6.1|6.2.1|1.3.8|2.3.1|2.3.1
1498.0,ME.1498,metacyc,PWY-7256,,10874,cyanidin diglucoside biosynthesis (acyl-glucose dependent),49394|49388|49389|49390|49391|49392|49393|49395,3.2.1|2.4.1.299|2.4.1.300|2.4.1.299|2.4.1.300|2.4.1.299|2.4.1.300|3.2.1,3.2.1|2.4.1|2.4.1|2.4.1|2.4.1|2.4.1|2.4.1|3.2.1
1499.0,ME.1499,metacyc,PWY-7014,,9721,paromamine biosynthesis I,42762|42761|42760|42765|42763|42764,2.4.1.283|1.1.1.329|4.2.3.124|2.6.1.101|3.5.1.112|2.6.1.100,2.4.1|1.1.1|4.2.3|2.6.1|3.5.1|2.6.1
1500.0,ME.1500,metacyc,PWY-2622,,10026,trehalose biosynthesis IV,44509,5.4.99.16,5.4.99
1501.0,ME.1501,metacyc,GLUTORN-PWY,,10277,L-ornithine biosynthesis I,45970|45967|45968|45969|45971,2.7.2.8|3.5.1.16|1.2.1.38|2.3.1.1|2.6.1.11,2.7.2|3.5.1|1.2.1|2.3.1|2.6.1
1502.0,ME.1502,metacyc,PWY-7018,,9475,paromomycin biosynthesis,41284|41286|41285|41283|41282|41281,3.5.1|2.6.1|1.1.3|2.4.1|3.1.3|2.4.2,3.5.1|2.6.1|1.1.3|2.4.1|3.1.3|2.4.2
1503.0,ME.1503,metacyc,PWY-7679,,9149,anthocyanidin acylglucoside and acylsambubioside biosynthesis,39487|39485|39482|39488|39486|39489|39481|39480|39483|39484,2.3.1|2.3.1|2.3.1.215|2.3.1|2.3.1|2.3.1|2.4.2.51|2.4.2.51|2.3.1.215|2.3.1,2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.4.2|2.4.2|2.3.1|2.3.1
1504.0,ME.1504,metacyc,PWY-7722,,10281,sulfoquinovose degradation II,46010|46007|46006|46009|46008,4.2.1.162|1.2.1.97|1.1.1.390|4.1.2.58|3.1.1.99,4.2.1|1.2.1|1.1.1|4.1.2|3.1.1
1505.0,ME.1505,metacyc,PWY-6978,,9435,plastoquinol-9 biosynthesis II,41061|41063|41062|41064|41065,2.1.1.295|2.1.1|2.5.1.39|1.14.13|4.1.1.98,2.1.1|2.1.1|2.5.1|1.14.13|4.1.1
1506.0,ME.1506,metacyc,GALACTUROCAT-PWY,,9229,D-galacturonate degradation I,39879|39878|39880|39879|39876|39877|39878,2.7.1.45|4.1.2.55|5.3.1.12|2.7.1.178|1.1.1.58|4.2.1.7|4.1.2.14,2.7.1|4.1.2|5.3.1|2.7.1|1.1.1|4.2.1|4.1.2
1507.0,ME.1507,metacyc,PWY-6324,,9960,rebeccamycin biosynthesis,44073|44074|44075|44070|44071|44076|44072,2.1.1.164|4.3.3.5|1.21.98.2|1.14.19.9|1.4.3.23|1.13.12.17,2.1.1|4.3.3|1.21.98|1.14.19|1.4.3|1.13.12
1508.0,ME.1508,metacyc,PWY-5313,,10625,superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside),47857|47859|47860|47855|47856|47861|47858,2.4.1.298|2.3.1|2.3.1.215|2.4.1.115|2.3.1.172|2.4.1|2.4.1,2.4.1|2.3.1|2.3.1|2.4.1|2.3.1|2.4.1|2.4.1
1509.0,ME.1509,metacyc,PWY-7446,,9571,sulfoquinovose degradation I,41862|41861|41858|41859|41860,3.2.1.199|5.3.1.31|1.1.1.373|2.7.1.184|4.1.2.57,3.2.1|5.3.1|1.1.1|2.7.1|4.1.2
1510.0,ME.1510,metacyc,PWY-6486,,8889,D-galacturonate degradation II,38097|38095|38094|38096|38098,5.4.1.4|1.2.1.26|1.1.1.203|4.2.1.41|5.5.1.27,5.4.1|1.2.1|1.1.1|4.2.1|5.5.1
1511.0,ME.1511,metacyc,PWY-1581,,10796,plastoquinol-9 biosynthesis I,48914|48913,2.1.1.295|1.13.11.27,2.1.1|1.13.11
1512.0,ME.1512,metacyc,PWY-6922,,10843,L-Ndelta-acetylornithine biosynthesis,49189|49190|49191|49192|49195|49193|49194,3.5.3.1|1.2.1.41|2.7.2.11|2.6.1.13|1.5.5.2,3.5.3|1.2.1|2.7.2|2.6.1|1.5.5
1513.0,ME.1513,metacyc,PWY-6491,,8654,D-galacturonate degradation III,36743|36739|36742|36740|36741,1.1.1|1.1.1.365|4.2.1.146|4.1.2.54,1.1.1|1.1.1|4.2.1|4.1.2
1514.0,ME.1514,metacyc,PWY1QP9-2,,8554,fructosyllysine and glucosyllysine metabolism,36069|36068|36071|36070,2.7.1|2.7.1,2.7.1|2.7.1
1515.0,ME.1515,metacyc,PWY-5633,,8563,cephamycin C biosynthesis,36096|36098|36097,2.1.3.7,2.1.3
1516.0,ME.1516,metacyc,PWY-7458,,9937,violdelphin biosynthesis,43947|43943|43946|43945|43944,2.3.1|2.4.1|2.4.1|2.3.1|2.4.1,2.3.1|2.4.1|2.4.1|2.3.1|2.4.1
1517.0,ME.1517,metacyc,GLUCARDEG-PWY,,10319,D-glucarate degradation I,46217|46216|46218|46219,4.2.1.40|1.1.1.60|2.7.1.165|4.1.2.20,4.2.1|1.1.1|2.7.1|4.1.2
1518.0,ME.1518,metacyc,PWY-6519,,8241,8-amino-7-oxononanoate biosynthesis I,34138|34140|34139|34148|34141|34147|34143|34145|34144|34145|34151|34143|34146|34150|34144|34142|34149|34149,2.1.1.197|2.3.1.47|3.1.1.85|1.3.1.9|1.1.1.100|4.2.1.59|2.3.1.41|2.3.1.179|2.3.1.179|2.3.1.41|2.3.1.47|2.3.1.179|1.1.1.100|1.3.1.9|2.3.1.41|4.2.1.59|2.3.1.41|2.3.1.179,2.1.1|2.3.1|3.1.1|1.3.1|1.1.1|4.2.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|1.1.1|1.3.1|2.3.1|4.2.1|2.3.1|2.3.1
1519.0,ME.1519,metacyc,PWY-6499,,9985,D-glucarate degradation II,44226|44225|44227,4.2.1.40|1.2.1.26|4.2.1.41,4.2.1|1.2.1|4.2.1
1520.0,ME.1520,metacyc,PWY-6507,,8979,4-deoxy-L-threo-hex-4-enopyranuronate degradation,38507|38505|38506|38508|38508|38507,4.1.2.14|5.3.1.17|1.1.1.127|2.7.1.178|2.7.1.45|4.1.2.55,4.1.2|5.3.1|1.1.1|2.7.1|2.7.1|4.1.2
1521.0,ME.1521,metacyc,PWY-5307,,8757,gentiodelphin biosynthesis,37360|37361|37362|37358|37357|37359,2.3.1.153|2.3.1|2.3.1|2.4.1.298|2.4.1.238|2.4.1.298,2.3.1|2.3.1|2.3.1|2.4.1|2.4.1|2.4.1
1522.0,ME.1522,metacyc,PWY-6578,,9918,8-amino-7-oxononanoate biosynthesis III,43821|43822,6.2.1.14|2.3.1.47,6.2.1|2.3.1
1523.0,ME.1523,metacyc,ARGININE-SYN4-PWY,,10217,L-ornithine biosynthesis II,45610|45611|45612|45611|45611|45613,1.2.1.41|1.4.1.3|2.7.2.11|1.4.1.13|1.4.1.4|2.6.1.13,1.2.1|1.4.1|2.7.2|1.4.1|1.4.1|2.6.1
1524.0,ME.1524,metacyc,PWY-7449,,8755,acylated cyanidin galactoside biosynthesis,37342|37343|37344|37340|37341|37339,2.4.1|2.3.1.213|2.3.1.213|2.4.2.50|2.3.1.213|2.4.1.294,2.4.1|2.3.1|2.3.1|2.4.2|2.3.1|2.4.1
1525.0,ME.1525,metacyc,PWY-7147,,8716,8-amino-7-oxononanoate biosynthesis II,37053|37051|37052,2.3.1.47|1.14.14.46|2.3.1.47,2.3.1|1.14.14|2.3.1
1526.0,ME.1526,metacyc,PWY0-521,,9743,fructoselysine and psicoselysine degradation,42862|42861,2.7.1.218,2.7.1
1527.0,ME.1527,metacyc,PWY-5284,,9555,shisonin biosynthesis,41806|41810|41809|41808|41807,2.3.1.172|2.3.1.215|2.3.1|2.4.1|2.4.1.298,2.3.1|2.3.1|2.3.1|2.4.1|2.4.1
1528.0,ME.1528,metacyc,PWY-8067,,9794,methylphosphonate biosynthesis,43128|43131|43129|43130,5.4.2.9|1.13.11.73|4.1.1.82|1.1.1.309,5.4.2|1.13.11|4.1.1|1.1.1
1529.0,ME.1529,metacyc,PWY-5663,,10991,erythro-tetrahydrobiopterin biosynthesis I,50086|50084|50087|50085,1.1.1.220|4.2.3.12|3.5.4.16,1.1.1|4.2.3|3.5.4
1530.0,ME.1530,metacyc,PWY-6501,,8638,D-glucuronate degradation II,36606|36605|36604|36603|36607,5.5.1.27|1.1.1.203|4.2.1.41|1.2.1.26,5.5.1|1.1.1|4.2.1|1.2.1
1531.0,ME.1531,metacyc,PWY-7262,,9097,rose anthocyanin biosynthesis II (via cyanidin 3-O-beta-D-glucoside),39196|39195,2.4.1.298|2.4.1.115,2.4.1|2.4.1
1532.0,ME.1532,metacyc,PWY-7247,,9493,beta-D-glucuronide and D-glucuronate degradation,41474|41473|41475,3.2.1.31|5.3.1.12,3.2.1|5.3.1
1533.0,ME.1533,metacyc,PWY-7442,,10053,drosopterin and aurodrosopterin biosynthesis,44683|44682|44681|44686|44687|44685|44684,3.5.4.3|4.2.3.12|1.5.4.1|3.5.4.16,3.5.4|4.2.3|1.5.4|3.5.4
1534.0,ME.1534,metacyc,PWY-5153,,10382,anthocyanin biosynthesis (delphinidin 3-O-glucoside),46602|46603,2.4.1.115|1.14.20,2.4.1|1.14.20
1535.0,ME.1535,metacyc,PWY-5525,,9777,D-glucuronate degradation I,43014|43018|43017|43016|43015,1.1.1.10|1.1.1.45|4.1.1.34|1.1.1.19,1.1.1|1.1.1|4.1.1|1.1.1
1536.0,ME.1536,metacyc,PWY-6481,,9072,L-dopa and L-dopachrome biosynthesis,39084|39083|39082,1.14.18.1,1.14.18
1537.0,ME.1537,metacyc,PWY-6697,,9141,oxalate degradation IV,39447,1.2.3.4,1.2.3
1538.0,ME.1538,metacyc,PWY-5664,,10905,erythro-tetrahydrobiopterin biosynthesis II,49533|49535|49534|49532,3.5.4.16|1.1.1.220|4.2.3.12,3.5.4|1.1.1|4.2.3
1539.0,ME.1539,metacyc,PWY-7518,,10775,atromentin biosynthesis,48770|48770|48770|48770|48771,2.6.1.27|2.6.1.1|2.6.1.5|2.6.1.57,2.6.1|2.6.1|2.6.1|2.6.1
1540.0,ME.1540,metacyc,PWY-7566,,10083,L-gulonate degradation,44844,1.1.1.380,1.1.1
1541.0,ME.1541,metacyc,PWY-7259,,10009,pelargonidin diglucoside biosynthesis (acyl-glucose dependent),44353|44355|44354,2.4.1.299|2.4.1.300|2.4.1.300,2.4.1|2.4.1|2.4.1
1542.0,ME.1542,metacyc,KETOGLUCONMET-PWY,,8382,ketogluconate metabolism,34981|34982|34983|34984|34980,1.1.1.274|1.1.1.346|1.1.1|1.1.1|1.1.1.215,1.1.1|1.1.1|1.1.1|1.1.1|1.1.1
1543.0,ME.1543,metacyc,PWY-7917,,10299,pheomelanin biosynthesis,46098|46094|46096|46100|46093|46097|46099|46095,1.14.18.1,1.14.18
1544.0,ME.1544,metacyc,PWY-6694,,9100,oxalate degradation I,39207,1.2.7.10,1.2.7
